mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
41995002	Multiple	unknown	GLA7184	0	unknown					71	17	20	N	150	24	00	W	m	71.2867	-150.4	1000				
41995002	Multiple	unknown	GLA7188	0	unknown					71	32	20	N	152	55	00	W	m	71.5367	-152.9167	58				
41995002	Multiple	unknown	GLA7147	0	unknown					70	48	60	N	148	44	00	W	m	70.81	-148.7333	33				
20995002	Northwind	NW063	006	100	grab, undifferentiated	1963	08	07		66	01	40	N	168	42	50	W	m	66.0233	-168.7083	47	0			
20995002	John N. Cobb	COBB	25	0	unknown	1959	08			68	18	00	N	166	55	00	W	m	68.3	-166.9167	37				
20995002	John N. Cobb	COBB	39	0	unknown	1959	08			67	57	00	N	165	57	00	W	m	67.95	-165.95	42				
20995002	John N. Cobb	COBB	017	100	grab, undifferentiated	1959	08	11		67	52	00	N	165	34	00	W	m	67.8667	-165.5667	42				
20995002	Brown Bear	BB268	22	0	unknown	1960	07			64	34	00	N	168	47	00	W	m	64.5667	-168.7833	44				
20995002	Brown Bear	BB268	171	0	unknown	1960	08			67	52	00	N	166	09	00	W	m	67.8667	-166.15	48				
20995002	Brown Bear	BB268	174	0	unknown	1960	08			65	16	00	N	166	47	00	W	m	65.2667	-166.7833	10				
20995002	Brown Bear	BB268	156	0	unknown	1960	08			67	12	00	N	164	16	00	W	m	67.2	-164.2667	19				
20995002	Brown Bear	BB268	162	0	unknown	1960	08	18		67	15	00	N	163	55	00	W	m	67.25	-163.9167	8				
20995002	Brown Bear	BB236	070	401	core, gravity, phleger	1959	08	14		67	06	00	N	167	32	00	W	m	67.1	-167.5333	37	28			
41995002	Multiple	unknown	BSS6983	0	unknown					71	27	00	N	153	39	00	W	m	71.45	-153.65	50				
41995002	Multiple	unknown	BSS6817	0	unknown					71	36	00	N	155	08	00	W	m	71.6	-155.1333	45				
41995002	Multiple	unknown	BSS6962	0	unknown					71	16	00	N	151	19	50	W	m	71.2667	-151.325	44				
41995002	Multiple	unknown	BRSLF86	0	unknown					58	13	20	N	171	22	80	W	m	58.22	-171.38					
41995002	Multiple	unknown	BSS6811	0	unknown					70	45	00	N	146	57	00	W	m	70.75	-146.95	25				
41995002	Multiple	unknown	BRSLF27	0	unknown					57	13	20	N	167	55	20	W	m	57.22	-167.92					
41995002	Multiple	unknown	BRSLF45	0	unknown					59	06	00	N	173	52	80	W	m	59.1	-173.88					
41995002	Multiple	unknown	BRBAY_4	0	unknown					57	37	20	N	160	15	00	W	m	57.62	-160.25					
41995002	Multiple	unknown	BRSLF22	0	unknown					56	03	60	N	165	19	80	W	m	56.06	-165.33					
20995002	Multiple	ANC69	105	101	grab, orange peel	1962	08	14		70	25	90	N	166	11	00	W	m	70.4317	-166.1833	46				
20995002	Multiple	ANC69	112	100	grab, undifferentiated	1969	06	05		63	03	70	N	167	03	90	W	m	63.0617	-167.065	25	0			
20995002	Multiple	ANC69	114	100	grab, undifferentiated	1969	06	05		62	31	40	N	165	57	50	W	m	62.5233	-165.9583	13				
20995002	Multiple	ANC69	119	100	grab, undifferentiated	1969	06	05		63	37	00	N	165	00	00	W	m	63.6167	-165	15				
20995002	Multiple	ANC69	138	101	grab, orange peel	1962	08	27		71	09	40	N	164	59	20	W	m	71.1567	-164.9867	47				
20995002	Multiple	ANC69	079	101	grab, orange peel	1962	08	06		70	29	50	N	167	10	60	W	m	70.4917	-167.1767					
20995002	Multiple	ANC69	056	101	grab, orange peel	1962	08	01		69	57	00	N	166	21	50	W	m	69.95	-166.3583	46				
20995002	Multiple	ANC69	061	101	grab, orange peel	1962	08	04		70	52	90	N	167	52	60	W	m	70.8817	-167.8767	57	0			
06995003	Sea Sounder	S879WG	424	103	grab, van veen	1979	08	04	0556	59	54	65	N	152	14	61	W	m	59.9108	-152.2435	70		VAN VEEN GRAB		
06245001	Townsend Cromwell	JPO 212	54	100	grab, undifferentiated	1975	05	30	1146	60	06	10	N	146	49	39	W	m	60.1017	-146.8232	112		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	239	100	grab, undifferentiated	1975	06	3	1127	59	55	80	N	143	32	39	W	m	59.93	-143.5398	252		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	204	100	grab, undifferentiated	1975	06	1	2307	59	34	80	N	144	35	79	W	m	59.58	-144.5965	141		GRAB SAMPLE		
20995002	Thomas G. Thompson	TT018	037_060	0	unknown	1967	07	27		65	35	50	N	168	55	00	W	m	65.5917	-168.9167	48				
20995002	Thomas G. Thompson	TT018	038_063	103	grab, van veen	1967	07	27		65	48	00	N	168	47	50	W	m	65.8	-168.7917	48				
20995002	Thomas G. Thompson	TT018	029_045	103	grab, van veen	1967	07	26		65	21	00	N	167	09	00	W	m	65.35	-167.15	17				
20995002	Thomas G. Thompson	TT018	031_049	0	unknown	1967	07	26		65	13	10	N	167	27	00	W	m	65.2183	-167.45	15				
20995002	Thomas G. Thompson	TT018	024_034	0	unknown	1967	25	7		63	10	00	N	167	32	00	W	m	63.1667	-167.5333	31				
20995002	Thomas G. Thompson	TT018	015_020	100	grab, undifferentiated	1967	07	24		63	60	00	N	168	30	00	W	m	64	-168.5	35				
20995002	Thomas G. Thompson	TT018	017_023	0	unknown	1967	07	25		62	46	50	N	165	25	00	W	m	62.775	-165.4167	9				
20995002	Thomas G. Thompson	TT018	014_016	0	unknown	1967	07	23		64	31	80	N	163	46	70	W	m	64.53	-163.7783	12				
20995002	Thomas G. Thompson	TT018	009	0	unknown	1967	07	22		64	01	30	N	161	10	00	W	m	64.0217	-161.1667	10				
20995002	Thomas G. Thompson	TT018	012_014	103	grab, van veen	1967	07	23		63	40	20	N	162	20	50	W	m	63.67	-162.3417	9				
20995002	Staten Island	SI689	27A	101	grab, orange peel	1961	09	14		70	15	00	N	166	36	00	W	m	70.25	-166.6	33				
20995002	Staten Island	SI689	065	401	core, gravity, phleger	1961	09	17		67	11	00	N	167	27	00	W	m	67.1833	-167.45	39	38			
20995002	Staten Island	SI689	073	101	grab, orange peel	1961	09	18		66	45	00	N	166	30	00	W	m	66.75	-166.5	15				
20995002	Staten Island	SI689	062	401	core, gravity, phleger	1961	09	17		67	45	00	N	167	30	00	W	m	67.75	-167.5	49	51			
20995002	Staten Island	SI689	056	400	core, gravity undiff.	1961	09	16		68	16	00	N	169	30	00	W	m	68.2667	-169.5	55	51			
20995002	Brown Bear	BB268	065	400	core, gravity undiff.	1960	08	05		67	18	00	N	166	04	00	W	m	67.3	-166.0667	23	44			
20995002	Staten Island	SI689	011	401	core, gravity, phleger	1961	09	11		70	43	00	N	163	30	00	W	m	70.7167	-163.5	48	43			
20995002	Northwind	NW362	087	101	grab, orange peel	1962	10	23		67	30	00	N	171	00	00	W	m	67.5	-171	47				
41995002	Multiple	unknown	PWB7073	0	unknown	1970	10	15	0025	69	33	00	N	164	37	00	W	m	69.55	-164.6167	26				
41995002	Multiple	unknown	PWB7057	0	unknown	1970	10	11	1150	69	14	00	N	167	00	00	W	m	69.2333	-167	46				
41995002	Multiple	unknown	PWB7064	0	unknown	1970	10	13	0101	69	24	00	N	166	29	00	W	m	69.4	-166.4833	38				
41995002	Multiple	unknown	PWB7047	0	unknown	1970	10	09	1102	69	47	00	N	168	38	00	W	m	69.7833	-168.6333	54				
20995002	Brown Bear	BB236	045	100	grab, undifferentiated	1959	08	10		66	46	00	N	167	08	00	W	m	66.7667	-167.1333	36	0			
20995002	Brown Bear	BB236	029	401	core, gravity, phleger	1959	08	07		67	46	00	N	168	04	00	W	m	67.7667	-168.0667	51	82			
20995002	Brown Bear	BB236	032	401	core, gravity, phleger	1959	08	08		67	22	00	N	167	53	00	W	m	67.3667	-167.8833	42	25			
20995002	Brown Bear	BB236	021	0	unknown	1959	08	05		68	53	00	N	166	16	00	W	m	68.8833	-166.2667	13				
20995002	Brown Bear	BB236	024	401	core, gravity, phleger	1959	08	06		68	01	00	N	168	38	00	W	m	68.0167	-168.6333	59	66			
20995002	Northwind	NW362	093	101	grab, orange peel	1962	10	24		67	00	00	N	167	07	00	W	m	67	-167.1167	38				
20995002	Northwind	NW362	083	101	grab, orange peel	1962	10	23		68	00	00	N	175	00	00	W	m	68	-175	43				
20995002	Northwind	NW362	067	400	core, gravity undiff.	1962	10	22		68	30	00	N	174	00	00	W	m	68.5	-174	49	27			
20995002	Northwind	NW362	077	400	core, gravity undiff.	1962	10	23		68	01	00	N	169	02	00	W	m	68.0167	-169.0333	54	21			
20995002	Northwind	NW362	057	101	grab, orange peel	1962	10	20		69	00	00	N	168	00	00	W	m	69	-168	49				
20995002	Northwind	NW362	051	101	grab, orange peel	1962	10	19		69	30	00	N	174	40	00	W	m	69.5	-174.6667	44				
20995002	Northwind	NW362	039	101	grab, orange peel	1962	10	16		72	00	00	N	159	57	00	W	m	72	-159.95	41				
20995002	Brown Bear	BB268	137	0	unknown	1960	08			66	21	00	N	163	17	00	W	m	66.35	-163.2833	13				
20995002	Brown Bear	BB268	141	100	grab, undifferentiated	1960	08	16		66	06	00	N	161	50	00	W	m	66.1	-161.8333	6	0			
20995002	Brown Bear	BB268	146	0	unknown	1960	08	16		66	29	00	N	162	37	00	W	m	66.4833	-162.6167	13				
20995002	Brown Bear	BB268	133	100	grab, undifferentiated	1960	08	15		66	10	00	N	163	05	00	W	m	66.1667	-163.0833	13	0			
20995002	Brown Bear	BB268	115	100	grab, undifferentiated	1960	08	11		69	46	00	N	163	17	00	W	m	69.7667	-163.2833	16	0			
20995002	Brown Bear	BB268	124	100	grab, undifferentiated	1960	08	12		69	06	00	N	167	03	00	W	m	69.1	-167.05		0			
20995002	Brown Bear	BB268	101	100	grab, undifferentiated	1960	08	09		70	00	00	N	168	56	00	W	m	70	-168.9333	41	0			
20995002	Thomas G. Thompson	TT018	029_044	103	grab, van veen	1967	07	26		65	21	00	N	167	09	00	W	m	65.35	-167.15	17				
20995002	Northwind	NW362	092	101	grab, orange peel	1962	10	24		66	59	00	N	165	55	00	W	m	66.9833	-165.9167	26	0			
20995002	Northwind	NW262	030	400	core, gravity undiff.	1962	09	13		63	00	00	N	175	00	00	W	m	63	-175	80	54			
20995002	Northwind	NW262	006	401	core, gravity, phleger	1962	09	08		64	00	00	N	178	00	00	W	m	64	-178	0	36			
20995002	Northwind	NW261	044	101	grab, orange peel	1961	09	17		63	15	00	N	167	30	00	W	m	63.25	-167.5	35				
20995002	Northwind	NW063	041	401	core, gravity, phleger	1963	08	12		70	38	00	N	179	00	00	W	m	70.6333	-179	38	55			
20995002	Multiple	ANC68	119	100	grab, undifferentiated	1968	07	28		63	41	30	N	170	03	50	W	m	63.6883	-170.0583	37	0			
20995002	Brown Bear	BB236	014	0	unknown	1959	08	04		68	05	00	N	166	20	00	W	m	68.0833	-166.3333	22				
20995002	Multiple	ANC69	014	101	grab, orange peel	1962	07	25		69	06	60	N	167	55	70	W	m	69.11	-167.9283	49	0			
20995002	Multiple	ANC68	239	100	grab, undifferentiated	1968	08	01		64	11	00	N	165	45	00	W	m	64.1833	-165.75	21	0			
20995002	Alpha II Ice Station	DISA2	015	101	grab, orange peel	1959	07	15		77	33	00	N	163	13	80	W	m	77.55	-163.23	316				
20995002	Multiple	ANC68	210	100	grab, undifferentiated	1968	07	31		64	33	60	N	166	44	00	W	m	64.56	-166.7333	27				
20995002	Multiple	ANC68	079	100	grab, undifferentiated	1968	07	27		64	51	00	N	169	50	00	W	m	64.85	-169.8333	49	0			
65005001	Unknown Platform	ALASKAG	DBC80D1	701	drive sample, hand core	1977	2	2	2000	59	58	30	N	141	47	10	W	m	59.9717	-141.785		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC76D1	701	drive sample, hand core	1977	2	2	2000	59	57	50	N	141	35	35	W	m	59.9583	-141.5892		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC63C1	701	drive sample, hand core	1977	2	2	2000	59	47	30	N	141	05	05	W	m	59.7883	-141.0842		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC57A1	701	drive sample, hand core	1977	2	2	2000	59	44	30	N	140	48	25	W	m	59.7383	-140.8042		15	HAND CORE		
20995002	Alpha II Ice Station	DISA2	114	101	grab, orange peel	1959	08	27		78	01	00	N	168	21	60	W	m	78.0167	-168.36	470				
65005001	Unknown Platform	ALASKAG	DBC23B1	701	drive sample, hand core	1977	2	2	2000	59	25	10	N	139	31	15	W	m	59.4183	-139.5192		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC21A1	701	drive sample, hand core	1977	2	2	2000	59	23	15	N	139	26	00	W	m	59.3858	-139.4333		15	HAND CORE		
20995002	Brown Bear	BB268	064	401	core, gravity, phleger	1960	08	05		67	18	00	N	165	07	00	W	m	67.3	-165.1167	33	93			
20995002	Brown Bear	BB268	071	400	core, gravity undiff.	1960	08	06		67	38	00	N	167	17	00	W	m	67.6333	-167.2833	48	58			
20995002	Brown Bear	BB268	009	0	unknown	1960	07			62	34	00	N	166	35	00	W	m	62.5667	-166.5833	22				
20995002	Brown Bear	BB236	163	0	unknown	1959	08	30		66	48	00	N	165	55	00	W	m	66.8	-165.9167	23				
20995002	Brown Bear	BB236	172	100	grab, undifferentiated	1959	09	01		65	46	00	N	168	49	00	W	m	65.7667	-168.8167	53	0			
20995002	Thomas G. Thompson	TT020	067_196	400	core, gravity undiff.	1967	08	21		69	47	50	N	170	05	00	W	m	69.7917	-170.0833	53	89			
20995002	Thomas G. Thompson	TT020	044_123	400	core, gravity undiff.	1967	08	19		67	24	50	N	168	14	00	W	m	67.4083	-168.2333	46	24			
20995002	Thomas G. Thompson	TT020	039_108	400	core, gravity undiff.	1967	08	18		67	51	00	N	169	10	00	W	m	67.85	-169.1667	52	30			
20995002	Thomas G. Thompson	TT020	035_088	400	core, gravity undiff.	1967	08	17		68	43	50	N	168	15	00	W	m	68.725	-168.25	52	148			
20995002	Thomas G. Thompson	TT020	026_058	500	core, piston undiff.	1967	08	16		67	30	00	N	165	54	00	W	m	67.5	-165.9	41	881			
20995002	Thomas G. Thompson	TT020	024_049	500	core, piston undiff.	1967	08	15		67	30	00	N	165	23	00	W	m	67.5	-165.3833	38	83			
20995002	Thomas G. Thompson	TT019	029	100	grab, undifferentiated	1967	08	05		65	38	20	N	168	18	00	W	m	65.6367	-168.3	46	0			
20995002	Thomas G. Thompson	TT018	044_074	0	unknown	1967	07	29		64	38	00	N	170	36	20	W	m	64.6333	-170.6033	45				
20995002	Thomas G. Thompson	TT018	047_081	0	unknown	1967	07	30		64	51	00	N	169	33	00	W	m	64.85	-169.55	45				
20995002	Thomas G. Thompson	TT018	037_060	100	grab, undifferentiated	1967	07	27		65	35	50	N	168	55	00	W	m	65.5917	-168.9167	48				
20995002	Thomas G. Thompson	TT018	039_066	103	grab, van veen	1967	07	27		65	40	00	N	168	12	00	W	m	65.6667	-168.2	37				
41995002	Multiple	unknown	PWB7043	0	unknown	1970	10	08	1658	70	03	00	N	168	26	00	W	m	70.05	-168.4333	46				
41995002	Multiple	unknown	JG-5	0	unknown	1977				55	11	75	N	169	21	04	W	m	55.1958	-169.3507	2151				
41995002	Multiple	unknown	PWB7017	0	unknown	1970	09	30	1100	70	16	00	N	163	55	00	W	m	70.2667	-163.9167	36				
41995002	Multiple	unknown	JG-43	0	unknown	1976				55	58	99	N	166	44	48	W	m	55.9832	-166.7413	129				
41995002	Multiple	unknown	JG-46	0	unknown	1976				57	01	46	N	169	33	69	W	m	57.0243	-169.5615	60				
41995002	Multiple	unknown	JG-4	0	unknown	1977				54	45	91	N	168	42	13	W	m	54.7652	-168.7022	2230				
41995002	Multiple	unknown	JG-28	0	unknown	1976				56	42	02	N	169	10	12	W	m	56.7003	-169.1687	85				
41995002	Multiple	unknown	JG-16	0	unknown	1976				56	09	00	N	167	06	98	W	m	56.15	-167.1163	128				
41995002	Multiple	unknown	JG-19	0	unknown	1976				55	47	65	N	167	01	33	W	m	55.7942	-167.0222	135				
20995002	Multiple	ANC68	230	100	grab, undifferentiated	1968	08	01		64	13	90	N	166	14	90	W	m	64.2317	-166.2483	25	0			
20995002	Multiple	ANC68	212	100	grab, undifferentiated	1968	07	31		64	37	50	N	167	14	40	W	m	64.625	-167.24	29	0			
20995002	Multiple	ANC68	222	100	grab, undifferentiated	1968	08	01		64	09	50	N	167	51	10	W	m	64.1583	-167.8517	39	0			
20995002	Multiple	ANC68	185	100	grab, undifferentiated	1968	07	31		65	05	40	N	167	23	00	W	m	65.09	-167.3833	23				
20995002	Multiple	ANC68	158	100	grab, undifferentiated	1968	07	30		64	12	50	N	169	47	30	W	m	64.2083	-169.7883	39				
20995002	Multiple	ANC68	165	100	grab, undifferentiated	1968	07	30		64	54	60	N	168	03	50	W	m	64.91	-168.0583	39	0			
20995002	Multiple	ANC68	138	100	grab, undifferentiated	1968	07	29		63	23	00	N	169	05	10	W	m	63.3833	-169.085	26				
20995002	Multiple	ANC68	150	100	grab, undifferentiated	1968	07	29		63	37	00	N	169	10	00	W	m	63.6167	-169.1667	38	0			
20995002	Multiple	ANC68	105	100	grab, undifferentiated	1968	07	28		63	37	00	N	171	10	80	W	m	63.6167	-171.18	15	0			
20995002	Thomas G. Thompson	TT042	032_073	100	grab, undifferentiated	1969	08	25		62	00	30	N	168	27	10	W	m	62.005	-168.4517	34				
20995002	Thomas G. Thompson	TT042	012_026	100	grab, undifferentiated	1969	08	22		59	47	50	N	176	10	00	W	m	59.7917	-176.1667	137				
20995002	Thomas G. Thompson	TT042	005_012	100	grab, undifferentiated	1969	08	21		58	19	80	N	172	13	00	W	m	58.33	-172.2167	101				
20995002	Thomas G. Thompson	TT020	075_221	100	grab, undifferentiated	1967	09	11		63	19	00	N	173	47	00	W	m	63.3167	-173.7833	77				
20995002	Thomas G. Thompson	TT020	020_035	400	core, gravity undiff.	1967	08	14		66	58	00	N	164	58	50	W	m	66.9667	-164.975	26	19			
65005001	Unknown Platform	ALASKAG	DBC46C1	701	drive sample, hand core	1977	2	2	2000	59	42	50	N	140	13	20	W	m	59.7083	-140.22		15	HAND CORE		
20995002	Brown Bear	BB236	005	0	unknown	1959	08	02		66	04	00	N	166	55	00	W	m	66.0667	-166.9167	11				
20995002	Brown Bear	BB236	009	0	unknown	1959	08	03		66	54	00	N	167	56	00	W	m	66.9	-167.9333	33				
20995002	Alpha II Ice Station	DISA2	069	101	grab, orange peel	1959	08	04		77	20	50	N	164	30	00	W	m	77.3417	-164.5	324				
20995002	Alpha II Ice Station	DISA2	013	101	grab, orange peel	1959	07	14		77	37	00	N	163	13	80	W	m	77.6167	-163.23	527				
20995002	Multiple	ANC69	160	101	grab, orange peel	1962	09			69	55	00	N	164	55	10	W	m	69.9167	-164.9183	38				
20995002	Multiple	ANC69	181	101	grab, orange peel	1962	09	17		70	01	80	N	163	21	00	W	m	70.03	-163.35	24				
20995002	Alpha II Ice Station	DISA2	006	101	grab, orange peel	1959	07	07		77	29	70	N	160	29	40	W	m	77.495	-160.49	1981				
20995002	Northwind	NW261	005	101	grab, orange peel	1961	09	12		64	15	00	N	161	30	00	W	m	64.25	-161.5	17				
20995002	Northwind	NW161	021	100	grab, undifferentiated	1961	07	15		57	24	00	N	173	34	00	W	m	57.4	-173.5667	119				
20995002	Northwind	NW161	011	100	grab, undifferentiated	1961	07	13		57	30	00	N	160	30	00	W	m	57.5	-160.5	49				
20995002	Northwind	NW161	003	100	grab, undifferentiated	1961	07	12		55	30	00	N	163	32	00	W	m	55.5	-163.5333	64				
20995002	Thomas G. Thompson	TT042	135_289	100	grab, undifferentiated	1969	09	08		62	54	30	N	173	45	30	W	m	62.905	-173.755	73				
20995002	Thomas G. Thompson	TT042	119_264	500	core, piston undiff.	1969	09	06		60	32	20	N	172	06	80	W	m	60.5367	-172.1133	62	58			
20995002	Thomas G. Thompson	TT042	107_236	400	core, gravity undiff.	1969	09	04		63	09	80	N	173	05	10	W	m	63.1633	-173.085	69	8			
20995002	Thomas G. Thompson	TT042	100_224	100	grab, undifferentiated	1969	09	04		63	25	90	N	172	10	90	W	m	63.4317	-172.1817	54				
20995002	Thomas G. Thompson	TT042	079_180	100	grab, undifferentiated	1969	08	31		61	34	80	N	168	02	90	W	m	61.58	-168.0483	30				
20995002	Thomas G. Thompson	TT042	064_141	100	grab, undifferentiated	1969	08	29		61	01	40	N	170	15	30	W	m	61.0233	-170.255	50				
20995002	Thomas G. Thompson	TT042	044_100	100	grab, undifferentiated	1969	08	26		62	31	90	N	174	57	00	W	m	62.5317	-174.95	77				
65005001	Unknown Platform	ALASKAG	DBC43A1	701	drive sample, hand core	1977	2	2	2000	59	45	05	N	140	05	55	W	m	59.7508	-140.0925		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC34D1	701	drive sample, hand core	1977	2	2	2000	59	53	10	N	139	44	55	W	m	59.885	-139.7425		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC31B1	701	drive sample, hand core	1977	2	2	2000	59	32	10	N	139	51	30	W	m	59.535	-139.855		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC28D1	701	drive sample, hand core	1977	2	2	2000	59	29	30	N	139	43	40	W	m	59.4883	-139.7233		15	HAND CORE		
20995002	Thomas G. Thompson	TT018	031_049	103	grab, van veen	1967	07	26		65	13	10	N	167	27	00	W	m	65.2183	-167.45	15				
20995002	Thomas G. Thompson	TT051	022_053	100	grab, undifferentiated	1970	08	23		58	05	30	N	168	12	40	W	m	58.0883	-168.2067	67				
20995002	Thomas G. Thompson	TT051	019_047	400	core, gravity undiff.	1970	08	23		59	38	70	N	169	51	50	W	m	59.645	-169.8583	70	0			
20995002	Thomas G. Thompson	TT051	007_021	100	grab, undifferentiated	1970	08	20		62	12	10	N	167	37	30	W	m	62.2017	-167.6217	27				
20995002	Thomas G. Thompson	TT051	004_013	400	core, gravity undiff.	1970	08	16		67	34	70	N	169	08	90	W	m	67.5783	-169.1483	52	33			
20995002	Thomas G. Thompson	TT051	002_006	400	core, gravity undiff.	1970	08	15		67	46	80	N	167	47	20	W	m	67.78	-167.7867	52	35			
20995002	Thomas G. Thompson	TT042	150_315	400	core, gravity undiff.	1969	09	10		61	48	00	N	175	26	00	W	m	61.8	-175.4333	89	52			
20995002	Thomas G. Thompson	TT042	152_318	100	grab, undifferentiated	1969	09	10		62	05	30	N	171	35	70	W	m	62.0883	-171.595	51				
20995002	Thomas G. Thompson	TT043	024_043	100	grab, undifferentiated	1969	09	17		63	59	00	N	172	11	50	W	m	63.9833	-172.1917	54				
20995002	Thomas G. Thompson	TT042	139_296	100	grab, undifferentiated	1969	09	08		61	58	80	N	174	49	60	W	m	61.98	-174.8267	78				
20995002	Thomas G. Thompson	TT042	133_286	100	grab, undifferentiated	1969	09	08		63	20	10	N	173	59	00	W	m	63.335	-173.9833	78				
20995002	Thomas G. Thompson	TT018	015_020	103	grab, van veen	1967	07	24		63	60	00	N	168	30	00	W	m	64	-168.5	35				
20995002	Thomas G. Thompson	TT018	019_027	103	grab, van veen	1967	25	7		62	52	00	N	165	55	00	W	m	62.8667	-165.9167	16				
20995002	Thomas G. Thompson	TT018	009_011	103	grab, van veen	1967	07	22		64	01	30	N	161	10	00	W	m	64.0217	-161.1667	10				
06995003	Sea Sounder	S879WG	453	103	grab, van veen	1979	08	13	1536	56	13	90	N	155	09	84	W	m	56.2317	-155.164	340		VAN VEEN GRAB		
06995003	Sea Sounder	S879WG	446	103	grab, van veen	1979	08	12	2257	56	05	88	N	153	51	49	W	m	56.098	-153.8582	213		VAN VEEN GRAB		
06995003	Sea Sounder	S879WG	406	600	core, vibrating	1979	07	31	2131	59	27	42	N	152	38	04	W	m	59.457	-152.634	55		VIBRATING CORE		
06995003	Sea Sounder	S879WG	410	400	core, gravity undiff.	1979	08	02	0606	58	55	33	N	152	57	52	W	m	58.9222	-152.9587	172		GRAVITY CORE		
06995003	Sea Sounder	S878WG	341	103	grab, van veen	1978	08	18	2253	56	59	00	N	152	21	47	W	m	56.9833	-152.3578	80		VAN VEEN GRAB		
06995003	Sea Sounder	S878WG	345	400	core, gravity undiff.	1978	08	20	0149	56	36	11	N	153	10	00	W	m	56.6018	-153.1667	119		GRAVITY CORE		
06995003	Sea Sounder	S878WG	329	400	core, gravity undiff.	1978	08	13	2246	57	38	95	N	151	58	03	W	m	57.6492	-151.9672	218		GRAVITY CORE		
06995003	Sea Sounder	S777WG	241	103	grab, van veen	1977	10	06	0626	57	41	29	N	149	39	16	W	m	57.6882	-149.6527	606		VAN VEEN GRAB		
41995002	Multiple	unknown	BRSLF26	0	unknown					56	52	20	N	168	09	00	W	m	56.87	-168.15					
41995002	Multiple	unknown	BRSLF35	0	unknown					57	03	00	N	171	18	00	W	m	57.05	-171.3					
20995002	Northwind	NW261	055	101	grab, orange peel	1961	09	18		64	45	00	N	168	30	00	W	m	64.75	-168.5	44				
41995002	Multiple	unknown	GLA7038	0	unknown	1970	10	07	1218	69	49	00	N	166	29	00	W	m	69.8167	-166.4833	44				
41995002	Multiple	unknown	C80_5	0	unknown					70	34	00	N	151	30	00	W	m	70.5667	-151.5	2				
41995002	Multiple	unknown	BSS6987	0	unknown					71	08	00	N	150	30	00	W	m	71.1333	-150.5	41				
41995002	Multiple	unknown	BSS6995	0	unknown					71	35	00	N	152	00	00	W	m	71.5833	-152	545				
